7
12
8
15
9
9
15
18
22
6
18
23
18
13
15
21
10
19
23
12
11
19
17
10
16
13
24
13
13
13
18
9
16
17
19
14
27
26
24
9
14
22
17
14
19
16
10
27
22
19
21
22
17
20
20
21
17
18
16
20
21
9
29
16
24
26
32
10
24
21
24
27
10
16
16
20
15
22
14
13
17
11
18
22
11
14
14
14
23
18
22
17
11
16
19
28
